"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","propPresent","adjusted.complexity","ratio.L2.L1","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","n.L1.speakers","n.L2.speakers","TTR.LDT","n.phonemes","n.consonants","n.vowels","n.sonorants","n.obstruents","n.monophthongs","n.qual.monophthongs","n.tones","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin"
"1704","sel","Uralic","Samoyedic","Russia","Eurasia",NA,65,82,4019607,3503900,4,-1.375,40.75,19.245,13.9373,5,3.1959,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,18,16,12,6,16,7,0,4.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","tin","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia",NA,42.37,46.25,10850,55734,10,NA,NA,NA,NA,NA,3.82562,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","kim","Altaic","Turkic","Russia","Eurasia",NA,53.75,98,222904,368653,2,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","ddo","Nakh-Daghestanian","Avar-Andic-Tsezic","Russia","Eurasia",NA,42.25,45.75,72802,135686,11,NA,NA,NA,NA,NA,3.8451,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25210084033613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","ulc","Altaic","Tungusic","Russia","Eurasia",NA,52.25,140.33,515370,307175,4,NA,NA,NA,NA,NA,2.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","vep","Uralic","Finnic","Russia","Eurasia",NA,60,35,323480,490498,2,NA,NA,NA,NA,NA,3.80312,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","aia","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","arosi",-10.25,161.33,8956,147990,2,NA,NA,NA,NA,NA,3.8293,13,NA,NA,NA,NA,-2,0.20833,-0.41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","alu","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","areare",-9.25,161.17,25237,765128,6,NA,NA,NA,NA,NA,4.25042,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.765625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","nfl","Reef Islands - Santa Cruz","Reef Islands - Santa Cruz","Solomon Islands","Australia and Oceania","ayiwo",-10.33,166.25,458,93775,0,NA,NA,NA,NA,NA,3.92428,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","blb","Solomons East Papuan","Solomons East Papuan","Solomon Islands","Australia and Oceania","bilua",-7.75,156.67,13259,282307,4,NA,NA,NA,NA,NA,3.94151,14,NA,NA,NA,NA,-2,0.20833,-0.41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,16,25,6,10,5,5,0,4.44607843137255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","tkw","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","buma",-11.63,166.83,3051,111286,0,NA,NA,NA,NA,NA,1.69897,12,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10294117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","mrn","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","chekeholo",-8.33,159.67,12820,257964,3,NA,NA,NA,NA,NA,4.03503,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6390977443609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","nlg","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","gela",-9.08,160.25,7294,431725,1,26.4917,174.75,82.345,0.4078,12,4.07467,13,NA,NA,NA,NA,-1,0.20833,-0.20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","hoa","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","hoava",-8.08,157.5,2873,137426,4,NA,NA,NA,NA,NA,2.66181,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,5,5,11,5,5,0,5.04411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","kkk","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","kokota",-8,159.13,13563,161997,4,NA,NA,NA,NA,NA,2.72428,13,NA,NA,NA,NA,-2,0.20833,-0.41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,22,5,10,12,5,5,0,4.69512195121951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","kwd","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","kwaio",-8.95,161,13961,206859,5,NA,NA,NA,NA,NA,4.12218,14,NA,NA,NA,NA,-4,0.29167,-1.16668,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,16,5,10,6,5,5,0,4.23529411764706,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,18580.83
"1720","llu","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","lau",-9.58,161.5,18687,404784,14,NA,NA,NA,NA,NA,4.22884,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","lvk","Solomons East Papuan","Solomons East Papuan","Solomon Islands","Australia and Oceania","lavukaleve",-9.08,159.2,4082,656806,0,NA,NA,NA,NA,NA,3.25115,18,NA,NA,NA,NA,-9,0.95833,-8.62497,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,5,6,9,5,5,0,4.328125,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,18399.45
"1722","ojv","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","luangiua",-5.33,159.42,99,137498,0,NA,NA,NA,NA,NA,3.3742,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69642857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","lgu","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","longgu",-9.75,160.67,4865,84193,5,NA,NA,NA,NA,NA,3.27738,13,NA,NA,NA,NA,-2,0.20833,-0.41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","mte","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","monoalu",-7.05,155.75,8205,614681,2,26.725,281.417,90.566,0.4845,12,3.52336,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","stc","Reef Islands - Santa Cruz","Reef Islands - Santa Cruz","Solomon Islands","Australia and Oceania","natugu",-10.78,165.87,8256,278603,1,NA,NA,NA,NA,NA,3.77078,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,30,17,21,9,16,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","piv","Austronesian","Oceanic","Solomon Islands","Australia and Oceania","pileni",-10.22,166.22,292,241947,0,NA,NA,NA,NA,NA,3.05767,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09913793103448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","mnv","Austronesian","Oceanic","Solomon Islands","Australia and Oceania",NA,-11.62,160.25,10596,255782,0,NA,NA,NA,NA,NA,3.50393,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16265060240964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","rug","Austronesian","Oceanic","Solomon Islands","Australia and Oceania",NA,-8.25,157.33,17693,886444,6,27,295.5,64.593,0.3668,12,3.99436,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48823529411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","apb","Austronesian","Oceanic","Solomon Islands","Australia and Oceania",NA,-9.62,161.45,7560,428964,5,NA,NA,NA,NA,NA,4.06141,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26893939393939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","svs","Solomons East Papuan","Solomons East Papuan","Solomon Islands","Australia and Oceania",NA,-9.13,159.8,613,21694,0,NA,NA,NA,NA,NA,3.38292,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,17,5,10,7,5,5,0,4.25,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,18463.28
"1731","ach","Nilo-Saharan","Nilotic","Uganda","Africa","acholi",3,32.67,1563828.5,755565,11,23.7958,101.007,56.014,1.2106,9.0893,5.89861,15,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","aja","Nilo-Saharan","Kresh","Sudan","Africa","aja",7.33,25.67,6579,50177,3,NA,NA,NA,NA,NA,2.30103,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","bfa","Nilo-Saharan","Nilotic","Sudan","Africa","bari",5,31.67,1369691,411061.5,11,25.5542,98.944,64.363,1.3537,7.8333,5.68124,12,NA,NA,NA,NA,-4,0.45833,-1.83332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","bot","Nilo-Saharan","Bongo-Bagirmi","Sudan","Africa","bongo",7.5,28.5,55753,288563,5,27.2083,86.917,79.556,1.3083,7,4.00363,14,NA,NA,NA,NA,0,0.20833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,11,6,12,11,6,0,4.11764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","daj","Nilo-Saharan","Daju","Sudan","Africa","dajudarfur",12.25,25.25,183915,698688,6,27.375,36,49.374,2.6084,4,5.1555,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,24,6,9,15,6,6,0,4.68421052631579,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,2295.878
"1736","did","Nilo-Saharan","Surmic","Sudan","Africa","didinga",4.5,33.5,83607,207034,3,20.6125,70.375,48.028,1.3557,7.5,5,13,NA,NA,NA,NA,-3,0.29167,-0.87501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58552631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","dip","Nilo-Saharan","Nilotic","Sudan","Africa","dinka",8.5,28,3670367,1523002,28,27.4008,59.958,66.029,1.6972,5.4,5.50515,13,NA,NA,NA,NA,-1,0.20833,-0.20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,19,13,9,10,13,13,0,3.33333333333333,NA,NA,NA,NA,NA,1.3900889,0.12048546,1.86204304,1.124205799,2317.959
"1738","fvr","Nilo-Saharan","Fur","Sudan","Africa","fur",13.5,25,5390337.5,1083329.5,10.5,25.1861,44,64.235,2.7454,3.5556,5.70053,18,NA,NA,NA,NA,-7,0.625,-4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,19,11,8,11,11,8,0,4.12280701754386,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,2366.992
"1739","tbi","Nilo-Saharan","Eastern Jebel","Sudan","Africa","ingessana",11.5,34,58172,121580,2,NA,NA,NA,NA,NA,4.82715,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,24,9,8,16,9,9,0,4.14285714285714,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,0.54663194,-0.218322461,3054.267
"1740","lwo","Nilo-Saharan","Nilotic","Sudan","Africa","luwo",8,28,269607,355267,6,26.6667,89.833,80.745,1.4847,7,4.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","bex","Nilo-Saharan","Bongo-Bagirmi","Sudan","Africa","jurmodo",6,30,195462,438171,9,NA,NA,NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,31,18,15,16,18,9,0,4.43589743589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","tlo","Niger-Congo","Kordofanian","Sudan","Africa","jomang",10.58,30.5,7101,48262,2,NA,NA,NA,NA,NA,3.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,7,8,6,7,7,0,4.88157894736842,NA,NA,NA,NA,NA,1.3900889,-1.5544112,0.54663194,0.127436542,2667.944
"1743","xtc","Kadugli","Kadugli","Sudan","Africa","kadugli",11,29.67,68068,253555,5,NA,NA,NA,NA,NA,4.91116,12,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23,7,8,15,7,7,2,4.69642857142857,NA,NA,NA,NA,NA,-0.4846364,0.12048546,1.86204304,0.499297351,2611.667
"1744","kgo","Kadugli","Kadugli","Sudan","Africa","krongo",10.5,30,21982,129446,2,NA,NA,NA,NA,NA,4.33622,16,NA,NA,NA,NA,-11,1,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53571428571429,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,2615.703
"1745","kcr","Niger-Congo","Kordofanian","Sudan","Africa","katla",11.83,29.33,21571,88284,4,NA,NA,NA,NA,NA,4.15253,16,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20512820512821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","laf","Niger-Congo","Kordofanian","Sudan","Africa","lafofa",10.25,31.25,13470,141755,4,NA,NA,NA,NA,NA,2.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","mhi","Nilo-Saharan","Moru-Madi","Uganda","Africa","madi",3.25,31.5,159295.5,280458,6.5,25.61805,99.146,57.5245,1.7036,8.66665,5.1719,14,NA,NA,NA,NA,-2,0.25,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,24,10,8,16,10,10,4,3.29017857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","mei","Nilo-Saharan","Nubian","Sudan","Africa","midob",15.08,26.25,108232,151653,0,NA,NA,NA,NA,NA,4.69897,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","mgd","Nilo-Saharan","Moru-Madi","Sudan","Africa","moru",4.75,29.75,278146,377500,7,NA,NA,NA,NA,NA,4.8451,15,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90661478599222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","mor","Niger-Congo","Kordofanian","Sudan","Africa","moro",11,30.17,65998,266525,7,NA,NA,NA,NA,NA,4.47712,13,NA,NA,NA,NA,-4,0.375,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,22,7,9,13,7,7,0,4.58974358974359,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,2658.971
"1751","jle","Niger-Congo","Kordofanian","Sudan","Africa","masakin",10.67,30,22542,135430,3,NA,NA,NA,NA,NA,4.57978,14,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64102564102564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","mls","Nilo-Saharan","Maban","Sudan","Africa","masalit",13.33,22,979019.5,790900.5,14.5,25.56595,42.4205,63.629,2.57835,3.22725,5.38115,16,NA,NA,NA,NA,-1,0.375,-0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","ghl","Nilo-Saharan","Nubian","Sudan","Africa","ghulfan",12,31,44000,99296,1,NA,NA,NA,NA,NA,4.20412,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","ndz","Niger-Congo","Adamawa-Ubangian","Sudan","Africa","ndogo",7.75,27,57752,130411,4,NA,NA,NA,NA,NA,4.36816,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79310344827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","nyi","Nilo-Saharan","Nyimang","Sudan","Africa","nyimang",12.17,29.33,46096,116566,2,NA,NA,NA,NA,NA,4.8451,14,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18,7,9,9,7,7,0,NA,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,2648.169
"1756","ras","Niger-Congo","Kordofanian","Sudan","Africa","orig",12.17,30.83,65404,148839,4,26.65,60.25,69.043,1.7021,5,4.55313,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","otr","Niger-Congo","Kordofanian","Sudan","Africa","otoro",11.17,30.5,10230,58285,3,NA,NA,NA,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","lkr","Nilo-Saharan","Nilotic","Sudan","Africa","pari",5,32.5,10839,58333,0,NA,NA,NA,NA,NA,4.44716,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","shk","Nilo-Saharan","Nilotic","Sudan","Africa",NA,9.67,31.75,1442309,960832,9,27.494,62.619,68.656,1.6299,5.4286,5.24304,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75316455696203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","shj","Nilo-Saharan","Daju","Sudan","Africa",NA,10.83,30,24815,284051,3,26.9333,56.5,63.793,1.7961,6,4.17609,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05405405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","dau","Nilo-Saharan","Daju","Chad","Africa",NA,12.33,21.75,699760,357371.5,11,27.3167,47.5,67.065,2.2502,4,4.79991,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","teq","Nilo-Saharan","Temein","Sudan","Africa",NA,11.92,29.42,4666,37214,2,NA,NA,NA,NA,NA,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18,7,8,10,7,7,0,5.45,NA,NA,NA,NA,NA,1.3900889,-0.7169629,0.54663194,0.406585987,2641.431
"1763","lok","Niger-Congo","Western Mande","Sierra Leone","Africa","loko",9.33,-12.08,92456,226421,6,NA,NA,NA,NA,NA,5.0607,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18,7,7,11,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","ndv","Niger-Congo","Northern Atlantic","Senegal","Africa","ndut",14.92,-16.92,5707,42475,6,25.75,36.333,58.305,1.6545,3,4.54407,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,27,7,16,11,7,7,0,3.16666666666667,NA,NA,NA,NA,NA,1.3900889,0.9579338,1.86204304,1.403355244,3415.417
"1765","snf","Niger-Congo","Northern Atlantic","Senegal","Africa","noon",14.83,-16.83,14252,68602,7,25.8722,43.194,71.89,1.8123,3,4.47458,16,NA,NA,NA,NA,-2,0.45833,-0.91666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","fap","Niger-Congo","Northern Atlantic","Senegal","Africa","palor",14.83,-16.75,1153,14880,6,NA,NA,NA,NA,NA,3.98588,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26923076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","aoa","Creoles and Pidgins","","Sao Tom‚ e Pr¡ncipe","Africa","angolar",0.25,6.5,4031,84889,1,NA,NA,NA,NA,NA,3.69897,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51282051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","pre","Creoles and Pidgins","","Sao Tom‚ e Pr¡ncipe","Africa","principense",1.62,7.37,NA,NA,NA,24.7917,162.167,101.89,0.7669,10,2.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","ppl","Uto-Aztecan","Aztecan","El Salvador","North America","pipil",13.83,-89.58,276723,307384,0,23.1758,152.359,147.438,0.8871,6.9231,1.69897,17,NA,NA,NA,NA,-5,0.66667,-3.33335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","bid","Afro-Asiatic","East Chadic","Chad","Africa","bidiya",11.92,18.75,87181,144208,8,NA,NA,NA,NA,NA,4.14613,14,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.39473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","dai","Niger-Congo","Adamawa-Ubangian","Chad","Africa","day",8.75,17.83,85081,280623,6,NA,NA,NA,NA,NA,4.69824,13,NA,NA,NA,NA,-2,0.125,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44871794871795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","daa","Afro-Asiatic","East Chadic","Chad","Africa","dangaleatwestern",12.17,18.33,66074,135826,7,NA,NA,NA,NA,NA,4.65321,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,7,11,10,7,7,0,3.78571428571429,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,1781.452
"1773","glj","Niger-Congo","Adamawa-Ubangian","Chad","Africa","gulairo",10.25,19.42,97619,218411,6,NA,NA,NA,NA,NA,3.54407,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","glu","Nilo-Saharan","Bongo-Bagirmi","Central African Republic","Africa","gulaincentralafricanrepublic",9.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,4.01077,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
